colorfulness,minEnergy,lightning,globalActivity,nbWhiteFrames,nbSceneCuts,cutLength,flatness_env,wtf_max2stdratio_1,wtf_max2stdratio_2,wtf_max2stdratio_3,wtf_max2stdratio_4,wtf_max2stdratio_5,wtf_max2stdratio_6,wtf_max2stdratio_7,wtf_max2stdratio_8,wtf_max2stdratio_9,wtf_max2stdratio_10,wtf_max2stdratio_11,wtf_max2stdratio_12,medianLightness,slope,alpha,hueCount,maxSaliencyCount,compositionalBalance,depthOfField,saliencyDisparity,spatialEdgeDistributionArea,entropyComplexity,nbWhiteFrames,nbFades,nbSceneCuts,asymmetry_env,flatness,zcr,colorStrength,colorRawEnergy
25.506788,0.415995,0,0.176027,0,1,94,0,4.33E+00,4.32E+00,4.23E+00,4.11E+00,3.91E+00,3.42E+00,2.82E+00,2.13E+00,1.54E+00,1.42E+00,1.41E+00,2.09E+15,0.419608,1.372951,45,15,0.045382,83.390823,157.329788,0.250428,0.830397,16.306379,0,0,1,449.052338,0,0.026374,0.074011,4.647389
12.367969,1.393761,0.45502,0.048631,0,1,107,0,4.31E+00,4.24E+00,4.14E+00,4.01E+00,3.87E+00,3.43E+00,2.85E+00,2.18E+00,1.60E+00,1.42E+00,1.41E+00,2.35E+15,0.168627,1.373911,15,64,0.018867,3.101907,85.659538,0.201362,0.839777,14.965543,0,0,1,528.141474,0,0.021615,0.021244,112.54785
41.509865,0.697834,0.013417,0.058908,0,1,100,0,4.21E+00,4.10E+00,4.03E+00,3.93E+00,3.87E+00,3.57E+00,2.97E+00,2.28E+00,1.60E+00,1.42E+00,1.41E+00,2.52E+15,0.262745,1.361712,24,26,0.027511,0.528016,245.79068,0.118997,0.786318,15.437294,0,0,1,554.832854,0,0.017758,0.055886,7.768635
28.543581,0.719569,0.501252,0.009333,0,0,0,0.36551,5.22E+00,5.03E+00,4.52E+00,4.18E+00,3.87E+00,3.55E+00,3.01E+00,2.28E+00,1.63E+00,1.42E+00,1.41E+00,1.17E+15,0.458824,1.388101,44,46,0.010899,0.852847,64.285072,0.212965,0.903957,16.103004,0,0,0,167.828355,0.00387,0.049149,0.057469,13.17009
35.185204,0.66991,0.187309,0.091527,0,1,121,0,3.88E+00,3.87E+00,3.85E+00,3.84E+00,3.86E+00,3.51E+00,2.77E+00,2.04E+00,1.55E+00,1.42E+00,1.41E+00,2.07E+15,0.333333,1.354243,58,108,0.003498,0.706172,129.436523,0.081049,0.870935,18.841379,0,0,1,560.082504,0,0.027568,0.052271,91.39688
39.62381,1.070216,0.185909,0.098406,0,1,109,0,4.01E+00,4.03E+00,4.02E+00,4.10E+00,4.08E+00,3.44E+00,2.72E+00,1.92E+00,1.51E+00,1.42E+00,1.41E+00,1.72E+15,0.360784,1.315735,85,58,0.011645,0.790078,195.300659,0.176845,0.678999,14.475719,0,0,1,496.273974,0,0.037125,0.073214,53.579331
98.245598,1.099036,0.539457,0.08826,0,1,100,0,4.15E+00,4.12E+00,4.07E+00,4.00E+00,3.92E+00,3.48E+00,2.85E+00,2.09E+00,1.55E+00,1.42E+00,1.41E+00,1.58E+15,0.627451,1.337163,53,7,0.001718,1.681207,192.803009,0.206344,0.846043,11.489511,0,0,1,490.509722,0,0.026767,0.201424,3.669068
39.409691,0.369333,0.153352,0.063253,0,1,100,0,4.46E+00,4.39E+00,4.27E+00,4.18E+00,4.00E+00,3.53E+00,2.86E+00,2.12E+00,1.55E+00,1.42E+00,1.41E+00,1.60E+15,0.407843,1.281876,35,17,0.005014,0.921201,121.192429,0.256056,0.897765,18.75618,0,0,1,456.826529,0,0.031701,0.084504,4.173316
34.005165,0.77279,0.496932,0.055756,0,1,106,0,4.37E+00,4.37E+00,4.31E+00,4.19E+00,4.01E+00,3.48E+00,2.90E+00,2.14E+00,1.56E+00,1.42E+00,1.41E+00,1.34E+15,0.388235,1.36634,127,118,0.00248,1.022019,136.680771,0.019141,0.844105,15.23067,0,0,1,474.204568,0,0.031389,0.071576,71.845706
25.244175,0.916008,0.25239,0.061754,0,1,106,0,4.22E+00,4.24E+00,4.22E+00,4.21E+00,4.10E+00,3.50E+00,2.86E+00,2.08E+00,1.53E+00,1.42E+00,1.41E+00,1.23E+15,0.196078,1.357938,77,44,0.005364,1.573059,198.241669,0.274768,0.820598,16.681168,0,0,1,488.693951,0,0.033017,0.036704,18.202831
32.35524,1.175849,1.464734,0.044607,0,1,108,0,4.23E+00,4.23E+00,4.21E+00,4.15E+00,4.02E+00,3.53E+00,2.90E+00,2.15E+00,1.55E+00,1.42E+00,1.41E+00,1.60E+15,0.623529,1.381624,212,17,0.041752,0.378145,252.614273,0.145633,0.729387,12.039245,0,0,1,464.468029,0,0.031409,0.080979,41.87321
39.405483,0.939499,0.747535,0.066538,0,1,112,0,4.35E+00,4.33E+00,4.28E+00,4.26E+00,4.11E+00,3.54E+00,2.96E+00,2.16E+00,1.56E+00,1.42E+00,1.41E+00,1.05E+15,0.494118,1.304915,25,23,0.013246,2.055124,202.069244,0.113982,0.794574,16.19853,0,0,1,465.250808,0,0.031814,0.070094,25.846705
54.205929,0.969423,0.275552,0.063393,0,1,99,0,4.20E+00,4.22E+00,4.24E+00,4.28E+00,4.12E+00,3.59E+00,2.92E+00,2.17E+00,1.57E+00,1.42E+00,1.41E+00,2.00E+15,0.54902,1.32949,29,46,0.025847,2.129957,198.086197,0.157071,0.82913,15.648517,0,0,1,465.812452,0,0.034818,0.09608,76.047466
8.32746,1.970209,0.136458,0.051794,0,1,83,0,4.16E+00,4.12E+00,4.06E+00,3.95E+00,3.80E+00,3.27E+00,2.74E+00,1.98E+00,1.57E+00,1.42E+00,1.41E+00,3.01E+15,0.25098,1.335173,207,31,0.015127,0.722793,175.173553,0.258667,0.844726,18.529325,0,0,1,471.298213,0,0.025059,0.023865,50.741118
49.50843,0.709754,0.282442,0.000932,0,0,0,0,5.40E+00,5.13E+00,4.58E+00,4.19E+00,3.83E+00,3.46E+00,2.87E+00,2.22E+00,1.57E+00,1.42E+00,1.41E+00,1.67E+15,0.384314,1.369942,45,46,0.015096,1.526518,75.787415,0.24363,0.92285,17.515759,0,0,0,154.275445,0,0.056098,0.119177,12.881836
28.904167,0.882199,0.218395,0.066362,0,1,107,0,4.22E+00,4.18E+00,4.07E+00,3.93E+00,3.79E+00,3.33E+00,2.70E+00,1.99E+00,1.54E+00,1.42E+00,1.41E+00,3.53E+15,0.160784,1.38187,25,62,0.044729,0.711911,204.44458,0.144738,0.702373,16.61223,0,0,1,473.711968,0,0.025616,0.066285,93.573497
48.947792,0.540996,0.756306,0.079,0,1,119,0,4.15E+00,4.13E+00,4.06E+00,3.96E+00,3.86E+00,3.37E+00,2.73E+00,2.08E+00,1.57E+00,1.42E+00,1.41E+00,3.13E+15,0.482353,1.345305,30,18,0.017149,0.670473,155.368317,0.139255,0.866925,16.958908,0,0,1,524.760454,0,0.023722,0.096804,4.997621
28.141273,1.507849,0.062673,0.100441,0,1,121,0,4.40E+00,4.33E+00,4.24E+00,4.05E+00,3.85E+00,3.47E+00,2.81E+00,2.08E+00,1.54E+00,1.42E+00,1.41E+00,4.94E+15,0.34902,1.327176,44,30,0.010354,1.053224,145.365143,0.175763,0.857621,18.382887,0,0,1,436.920233,0,0.023528,0.061012,75.303124
31.075172,1.033016,0.099273,0.132182,0,1,92,0,4.32E+00,4.25E+00,4.13E+00,3.87E+00,3.74E+00,3.39E+00,2.68E+00,1.99E+00,1.57E+00,1.42E+00,1.41E+00,2.34E+15,0.305882,1.387315,59,47,0.008046,0.834716,233.244507,0.145996,0.858552,17.316343,0,0,1,504.558867,0,0.024576,0.04054,20.622428
14.111481,1.516096,0.693295,0.073354,0,1,92,0,4.25E+00,4.26E+00,4.20E+00,4.05E+00,3.89E+00,3.49E+00,2.86E+00,2.10E+00,1.57E+00,1.43E+00,1.41E+00,2.08E+15,0.411765,1.342637,215,23,0.005247,1.478134,121.472687,0.219417,0.820598,16.995117,0,0,1,484.103013,0,0.030407,0.059663,23.707838
54.643307,0.899368,0.106602,0.101683,0,1,106,0,4.05E+00,4.05E+00,4.08E+00,4.14E+00,3.99E+00,3.46E+00,2.66E+00,1.91E+00,1.53E+00,1.42E+00,1.41E+00,1.45E+15,0.607843,1.331866,30,8,0.063472,0.360944,154.918411,0.166669,0.798701,15.567141,0,0,1,488.640366,0,0.042997,0.161409,2.016615
38.350994,0.99495,0.534149,0.090165,0,1,125,0,4.26E+00,4.30E+00,4.23E+00,4.15E+00,3.98E+00,3.46E+00,2.75E+00,2.04E+00,1.57E+00,1.42E+00,1.41E+00,1.69E+15,0.321569,1.364309,55,38,0.002192,1.168456,216.219238,0.24011,0.830959,14.909721,0,0,1,525.415164,0,0.035268,0.065556,17.253075
19.693689,1.406617,0.676805,0.065321,0,1,107,0,4.13E+00,4.15E+00,4.11E+00,3.91E+00,3.75E+00,3.41E+00,2.63E+00,2.04E+00,1.61E+00,1.43E+00,1.41E+00,1.86E+15,0.372549,1.289835,140,39,0.000746,0.578127,181.727692,0.008019,0.784884,13.276613,0,0,1,486.29696,0,0.029653,0.047683,56.207542
32.043324,0.575466,0,0.049421,0,1,100,0,3.88E+00,3.92E+00,3.93E+00,3.98E+00,3.86E+00,3.40E+00,2.56E+00,1.92E+00,1.53E+00,1.42E+00,1.41E+00,1.75E+15,0.407843,1.376514,25,10,0.001322,46.986034,33.870365,0.030025,0.803408,14.739838,0,0,1,539.379613,0,0.040874,0.087686,2.557696
19.545145,0.688004,0.489594,0.01408,0,0,0,0,4.14E+00,4.13E+00,4.03E+00,3.72E+00,3.58E+00,3.39E+00,2.57E+00,1.99E+00,1.62E+00,1.43E+00,1.41E+00,2.24E+15,0.423529,1.366496,36,26,0.00122,0.867605,52.193573,0.011278,0.90602,16.84601,0,1,0,490.707453,0,0.025364,0.044623,8.355165
38.116737,0.548749,0.206581,0.172506,0,1,166,0,5.15E+00,5.05E+00,4.74E+00,4.36E+00,3.94E+00,3.55E+00,2.87E+00,2.15E+00,1.63E+00,1.43E+00,1.41E+00,2.32E+15,0.462745,1.390934,59,53,0.00185,1.499812,102.67897,0.028804,0.887949,12.893484,0,0,1,138.532589,0,0.062394,0.054359,27.4708
47.739605,0.736896,0.144966,0.091379,0,1,120,0,5.25E+00,4.85E+00,4.40E+00,3.90E+00,3.56E+00,3.24E+00,2.84E+00,2.35E+00,1.68E+00,1.42E+00,1.41E+00,1.97E+15,0.490196,1.326884,33,14,0.005473,1.63413,91.973969,0.166212,0.913848,16.217735,0,0,1,234.136648,0,0.018894,0.09577,8.266541
37.278332,0.362535,0.150163,0.000941,0,0,0,0.352072,5.95E+00,4.85E+00,4.34E+00,3.86E+00,3.45E+00,3.13E+00,2.79E+00,2.36E+00,1.71E+00,1.43E+00,1.41E+00,1.92E+15,0.403922,1.223697,30,18,0.002208,1.006797,32.253822,0.195209,0.919628,17.527431,0,0,0,263.987333,0.005509,0.020462,0.085281,4.816425
50.924366,0.706581,0.331738,0.038669,0,1,166,1.319602,5.33E+00,4.73E+00,4.36E+00,3.96E+00,3.66E+00,3.32E+00,2.91E+00,2.29E+00,1.64E+00,1.43E+00,1.41E+00,1.63E+15,0.556863,1.374775,32,23,0.075964,0.810734,46.568813,0.230934,0.919158,16.559271,0,0,1,307.570468,0.017222,0.028497,0.127334,8.910577
51.586742,0.651512,0.063765,0.013393,0,0,0,0.180727,5.09E+00,4.72E+00,4.40E+00,4.02E+00,3.71E+00,3.39E+00,2.95E+00,2.33E+00,1.66E+00,1.42E+00,1.41E+00,1.36E+15,0.52549,1.313552,30,19,0.145017,1.259646,34.690731,0.27012,0.878234,16.193171,0,0,0,287.190805,0.001825,0.028678,0.101759,9.027097
71.919693,0.558311,0.262634,0.090977,0,1,136,0.233403,5.37E+00,5.11E+00,4.64E+00,4.16E+00,3.76E+00,3.43E+00,2.89E+00,2.28E+00,1.61E+00,1.42E+00,1.41E+00,1.15E+15,0.643137,1.361852,32,22,0.000746,0.71031,55.554523,0.008732,0.882815,14.534019,0,0,1,189.837195,0.002343,0.047896,0.129449,10.146252
60.852329,0.574184,0.456646,0.030835,0,1,129,0.162369,5.36E+00,5.11E+00,4.64E+00,4.13E+00,3.82E+00,3.41E+00,2.88E+00,2.28E+00,1.62E+00,1.43E+00,1.41E+00,1.57E+15,0.690196,1.348665,32,15,0.016418,1.527913,46.196026,0.193857,0.915467,14.006701,0,0,1,192.473049,0.001649,0.049327,0.149109,5.26469
64.402489,1.302387,0.076235,0.029834,0,1,138,0.818972,5.28E+00,5.06E+00,4.61E+00,4.11E+00,3.81E+00,3.44E+00,2.88E+00,2.29E+00,1.62E+00,1.43E+00,1.41E+00,1.58E+15,0.498039,1.426313,98,50,0.002861,0.660063,111.035904,0.219467,0.932858,14.116053,0,0,1,246.64699,0.008604,0.051559,0.105273,71.535166
38.412743,0.607144,0.236508,0.060445,0,1,131,0,4.98E+00,4.77E+00,4.43E+00,4.11E+00,3.85E+00,3.47E+00,2.81E+00,2.10E+00,1.54E+00,1.42E+00,1.41E+00,1.81E+15,0.486275,1.26881,29,10,0.000505,0.70356,94.221199,0.007555,0.912212,17.641432,0,0,1,265.699488,0,0.05964,0.113291,2.911743
35.167622,0.572754,0.157008,0.002177,0,0,0,0,4.49E+00,4.41E+00,4.30E+00,4.14E+00,3.90E+00,3.48E+00,2.87E+00,2.07E+00,1.54E+00,1.42E+00,1.41E+00,1.27E+15,0.45098,1.308211,30,10,0.005636,0.909339,58.708408,0.211142,0.858586,16.942158,0,0,0,445.424166,0,0.031306,0.106992,2.635397
49.739944,0.628734,0.229278,0.003245,0,0,0,0.457936,5.26E+00,4.99E+00,4.56E+00,4.23E+00,3.96E+00,3.43E+00,2.82E+00,2.17E+00,1.56E+00,1.42E+00,1.41E+00,1.92E+15,0.458824,1.376911,30,24,0.001283,1.579342,66.862854,0.011481,0.927951,15.97322,0,0,0,186.108978,0.006404,0.067229,0.086027,9.835131
58.977501,0.485561,0.828442,0.010972,0,0,0,0.10468,5.46E+00,5.18E+00,4.64E+00,4.26E+00,3.90E+00,3.43E+00,2.81E+00,2.21E+00,1.58E+00,1.44E+00,1.41E+00,1.78E+15,0.517647,1.387291,37,15,0.000428,1.237522,94.038925,0.006067,0.907145,17.45645,0,0,0,131.246244,0.002879,0.082542,0.12103,6.388163
51.992126,0.884898,0.236688,0.080845,0,1,119,0.500132,5.28E+00,5.00E+00,4.64E+00,4.23E+00,3.77E+00,3.32E+00,2.84E+00,2.21E+00,1.60E+00,1.42E+00,1.41E+00,1.48E+15,0.513726,1.355691,25,46,0.003055,1.258819,77.236366,0.22897,0.913386,15.773373,0,0,1,182.887101,0.005866,0.062338,0.077003,59.704434
42.828102,0.750362,0.118043,0.138721,0,1,107,0.050534,5.21E+00,4.96E+00,4.60E+00,4.22E+00,3.83E+00,3.43E+00,2.93E+00,2.29E+00,1.62E+00,1.42E+00,1.41E+00,1.36E+15,0.352941,1.308448,23,64,0.008947,1.136801,102.541054,0.112655,0.925425,15.277841,0,0,1,206.656072,0.000632,0.05072,0.062829,91.896939
23.650484,1.140374,0.245158,0.143101,0,2,89.5,0,4.66E+00,4.61E+00,4.56E+00,4.37E+00,3.91E+00,3.39E+00,2.90E+00,2.26E+00,1.62E+00,1.43E+00,1.41E+00,1.49E+15,0.458824,1.293474,25,71,0.003397,0.636276,88.355507,0.037799,0.870986,15.477656,0,0,2,221.801247,0,0.051021,0.034116,72.132176
34.873863,1.103092,0.203908,0.04662,0,1,82,0.058089,5.07E+00,4.93E+00,4.68E+00,4.33E+00,3.89E+00,3.46E+00,2.89E+00,2.24E+00,1.62E+00,1.43E+00,1.41E+00,1.23E+15,0.392157,1.33418,39,49,0.026632,1.867381,161.181778,0.122359,0.669435,15.422125,0,0,1,204.774633,0.001517,0.063787,0.069528,85.22283
31.038176,1.057874,0.767179,0.002012,0,0,0,0,5.20E+00,4.97E+00,4.63E+00,4.31E+00,3.87E+00,3.49E+00,2.91E+00,2.26E+00,1.60E+00,1.43E+00,1.41E+00,1.35E+15,0.176471,1.336985,43,38,0.005014,1.208476,104.828842,0.151969,0.922137,18.777517,0,0,0,177.46085,0,0.052415,0.038465,28.754212
43.96172,0.344139,0.212252,0.028027,0,0,0,0.272277,5.47E+00,5.13E+00,4.61E+00,4.14E+00,3.76E+00,3.44E+00,2.94E+00,2.22E+00,1.61E+00,1.42E+00,1.41E+00,1.91E+15,0.596078,1.394059,35,15,0.023725,0.484341,44.147278,0.193255,0.916725,13.113942,0,0,0,175.541851,0.004268,0.058791,0.105177,3.912895
52.086777,1.136491,0.53314,0.001857,0,0,0,0.177182,6.24E+00,4.88E+00,4.29E+00,3.98E+00,3.68E+00,3.33E+00,2.85E+00,2.31E+00,1.66E+00,1.43E+00,1.41E+00,1.62E+15,0.380392,1.458755,27,63,0.005869,0.949709,67.144562,0.120893,0.854811,10.771797,0,0,0,329.864368,0.002046,0.035637,0.084829,97.429313
33.606747,1.032068,0.846533,0.149624,0,1,109,0,5.31E+00,5.07E+00,4.64E+00,4.25E+00,3.88E+00,3.45E+00,2.90E+00,2.20E+00,1.61E+00,1.42E+00,1.41E+00,1.67E+15,0.188235,1.400935,45,32,0.027223,1.102345,101.227684,0.070193,0.90347,15.098557,0,0,1,205.066618,0,0.061192,0.062298,8.804402
35.589161,0.74124,0.193902,0.015251,0,0,0,0.077579,5.43E+00,5.17E+00,4.63E+00,4.14E+00,3.83E+00,3.48E+00,2.90E+00,2.23E+00,1.59E+00,1.43E+00,1.41E+00,1.68E+15,0.443137,1.346528,35,46,0.015112,1.068747,97.078094,0.185795,0.922137,18.771179,0,0,0,137.006053,0.000878,0.062056,0.076439,12.63965
32.064442,1.117992,0.003676,0.003392,0,0,0,0.059089,4.97E+00,4.78E+00,4.47E+00,4.15E+00,3.82E+00,3.51E+00,2.92E+00,2.28E+00,1.67E+00,1.42E+00,1.41E+00,2.12E+15,0.415686,1.366218,41,26,0.004734,1.171444,66.951218,0.057204,0.923336,16.400581,0,0,0,256.239937,0.0006,0.025753,0.080782,9.541195
18.423491,1.017145,0.271773,0.021205,0,0,0,0.108815,5.59E+00,4.82E+00,4.41E+00,4.08E+00,3.73E+00,3.24E+00,2.84E+00,2.38E+00,1.70E+00,1.43E+00,1.41E+00,1.64E+15,0.054902,1.267138,39,134,0.003747,1.329674,147.88736,0.021684,0.885894,16.128441,0,0,0,378.416072,0.001734,0.025147,0.027032,119.126027
39.880638,1.082884,0.066705,0.017373,0,0,0,0.208415,5.46E+00,5.27E+00,4.86E+00,4.40E+00,3.99E+00,3.54E+00,2.91E+00,2.21E+00,1.58E+00,1.43E+00,1.41E+00,1.28E+15,0.321569,1.455022,13,74,0.004182,1.043765,81.325096,0.110307,0.912891,15.00388,0,0,0,150.265858,0.002196,0.080681,0.073916,126.68193
33.023102,0.809138,0.426049,0.131057,0,0,0,0,4.80E+00,4.73E+00,4.57E+00,4.36E+00,4.02E+00,3.62E+00,2.99E+00,2.23E+00,1.64E+00,1.43E+00,1.41E+00,1.45E+15,0.317647,1.377034,23,27,0.001112,1.519544,111.740768,0.337572,0.920064,17.882614,0,0,0,250.734839,0,0.035485,0.047635,20.11777
38.071571,0.713448,0.094788,0.003562,0,0,0,0.61208,5.58E+00,5.29E+00,4.80E+00,4.36E+00,3.99E+00,3.49E+00,2.88E+00,2.18E+00,1.57E+00,1.42E+00,1.41E+00,1.66E+15,0.333333,1.334532,35,63,0.001757,1.077556,71.65789,0.173186,0.925425,19.531895,0,0,0,203.9068,0.006997,0.074259,0.056012,72.102991
38.641788,0.649681,0.2821,0.035362,0,0,0,0,5.55E+00,4.89E+00,4.45E+00,4.04E+00,3.65E+00,3.34E+00,2.87E+00,2.35E+00,1.71E+00,1.44E+00,1.41E+00,1.84E+15,0.34902,1.329723,15,118,0.000816,0.919457,56.562912,0.142741,0.923789,19.088051,0,0,0,294.076405,0,0.035542,0.075245,146.578928
32.242027,0.738075,0.113559,0.001933,0,0,0,0.040753,5.71E+00,5.25E+00,4.69E+00,4.17E+00,3.78E+00,3.39E+00,2.86E+00,2.25E+00,1.63E+00,1.43E+00,1.41E+00,1.50E+15,0.27451,1.388162,32,96,0.031499,0.920984,79.272537,0.277865,0.860616,15.987754,0,0,0,231.65436,0.000622,0.055709,0.064459,83.855815
34.961781,0.67534,0.993303,0.028612,0,1,156,0.147065,5.58E+00,5.02E+00,4.54E+00,4.09E+00,3.68E+00,3.32E+00,2.91E+00,2.33E+00,1.66E+00,1.43E+00,1.41E+00,1.65E+15,0.541176,1.319522,212,83,0.073686,0.444447,83.835625,0.152251,0.648747,10.699765,0,0,1,308.096881,0.001664,0.035844,0.097658,81.923728
15.871059,1.479582,0.465671,0.02042,0,0,0,0.054387,5.67E+00,5.07E+00,4.55E+00,4.00E+00,3.57E+00,3.23E+00,2.86E+00,2.40E+00,1.73E+00,1.44E+00,1.41E+00,1.60E+15,0.470588,1.495762,49,40,0.001096,0.259882,86.083664,0.047365,0.911281,11.358266,0,0,0,231.08023,0.002451,0.027829,0.04619,58.414665
46.789116,0.837796,0.407696,0.000466,0,0,0,0.47172,5.38E+00,5.04E+00,4.53E+00,4.20E+00,3.87E+00,3.49E+00,2.74E+00,2.13E+00,1.57E+00,1.43E+00,1.41E+00,2.05E+15,0.462745,1.451759,30,26,0.066387,0.726356,33.815971,0.182759,0.91467,13.114569,0,0,0,253.445184,0.005718,0.083934,0.079624,26.354721
29.817114,0.782653,0.233773,0.002546,0,0,0,0.040116,4.65E+00,4.53E+00,4.33E+00,4.07E+00,3.83E+00,3.51E+00,2.86E+00,2.20E+00,1.61E+00,1.42E+00,1.41E+00,1.65E+15,0.305882,1.280979,55,44,0.005403,1.024185,141.926987,0.182937,0.860834,16.180582,0,0,0,450.894438,0.000433,0.030604,0.054362,20.042366
42.592297,1.35055,0.040549,0.021464,0,0,0,0,5.14E+00,4.97E+00,4.64E+00,4.25E+00,3.93E+00,3.49E+00,2.90E+00,2.23E+00,1.60E+00,1.43E+00,1.41E+00,2.00E+15,0.486275,1.306113,38,60,0.005395,0.723524,96.306961,0.149454,0.740579,13.506199,0,0,0,315.930073,0,0.05462,0.085535,88.173225
41.293159,0.53938,0.089375,0.018498,0,0,0,0.199833,5.25E+00,4.95E+00,4.54E+00,4.10E+00,3.90E+00,3.58E+00,2.94E+00,2.20E+00,1.58E+00,1.42E+00,1.41E+00,1.42E+15,0.415686,1.360535,26,55,0.007704,0.998183,91.8591,0.144414,0.902983,18.300535,0,0,0,229.895739,0.002085,0.045295,0.082222,48.129866
29.177925,0.80405,0.402472,0.021412,0,0,0,0.072736,5.55E+00,4.94E+00,4.51E+00,4.06E+00,3.74E+00,3.46E+00,2.98E+00,2.30E+00,1.63E+00,1.42E+00,1.41E+00,2.07E+15,0.47451,1.368206,37,38,0.002215,1.067849,109.119843,0.030407,0.919628,16.017656,0,0,0,269.1663,0.000736,0.041023,0.066753,20.327535
21.230312,0.944476,1.058862,0.004341,0,0,0,0,5.54E+00,5.40E+00,4.96E+00,4.54E+00,4.13E+00,3.63E+00,2.92E+00,2.16E+00,1.61E+00,1.43E+00,1.41E+00,4.23E+15,0.513726,1.359933,24,29,0.015516,0.593708,41.402477,0.171351,0.920752,13.759641,0,0,0,122.469423,0,0.088735,0.043007,44.488973
28.620985,0.999559,0.106332,0.00053,0,0,0,0.123259,4.99E+00,4.54E+00,4.19E+00,3.96E+00,3.74E+00,3.45E+00,2.95E+00,2.27E+00,1.63E+00,1.43E+00,1.41E+00,1.53E+15,0.34902,1.319314,15,75,0.006203,1.436904,68.881638,0.072075,0.858141,17.674883,0,0,0,391.930535,0.001298,0.028428,0.047983,80.814185
34.085178,1.200517,0.237034,0.000588,0,0,0,0.181109,5.20E+00,4.91E+00,4.44E+00,4.07E+00,3.85E+00,3.54E+00,2.96E+00,2.26E+00,1.61E+00,1.42E+00,1.41E+00,1.45E+15,0.360784,1.421382,38,106,0.004928,0.436379,28.268501,0.076246,0.913386,11.394096,0,0,0,303.856495,0.001872,0.048577,0.047304,94.617637
49.497772,0.588718,0.437351,0.040206,0,0,0,0.217839,4.74E+00,4.32E+00,4.11E+00,3.96E+00,3.65E+00,3.38E+00,2.97E+00,2.36E+00,1.68E+00,1.43E+00,1.41E+00,2.48E+15,0.32549,1.423037,76,21,0.019279,0.934964,34.901703,0.260203,0.92587,16.294563,0,0,0,621.886496,0.002184,0.015649,0.109619,18.78738
27.041029,0.848741,0.459422,0.038013,0,0,0,0.054533,5.50E+00,5.15E+00,4.68E+00,4.31E+00,3.96E+00,3.48E+00,2.86E+00,2.09E+00,1.54E+00,1.42E+00,1.41E+00,1.55E+15,0.164706,1.285642,39,43,0.002542,1.112198,129.056885,0.091244,0.913386,19.401518,0,0,0,164.013328,0.000556,0.083903,0.044795,18.450819
9.762451,2.42485,0.603247,0.086246,0,0,0,0.854637,5.42E+00,5.11E+00,4.54E+00,4.08E+00,3.76E+00,3.45E+00,2.95E+00,2.34E+00,1.66E+00,1.43E+00,1.41E+00,1.04E+15,0.603922,1.425667,58,15,0.1324,1.142287,66.755241,0.222731,0.916339,10.249014,0,0,0,207.623408,0.010093,0.043473,0.030263,62.42706
33.781639,1.140787,0.043302,0.026153,0,0,0,0.292253,5.09E+00,4.93E+00,4.63E+00,4.17E+00,3.94E+00,3.48E+00,2.84E+00,2.12E+00,1.58E+00,1.43E+00,1.41E+00,1.49E+15,0.2,1.365333,34,61,0.00199,1.560587,95.786011,0.079857,0.899049,17.042444,0,0,0,260.400611,0.004001,0.055781,0.055823,51.224963
40.743767,1.031368,0.505001,0.313369,0,0,0,0.374913,5.65E+00,5.43E+00,4.94E+00,4.33E+00,3.87E+00,3.49E+00,2.90E+00,2.26E+00,1.60E+00,1.43E+00,1.41E+00,1.29E+15,0.517647,1.437264,38,6,0.014692,0.35383,41.315357,0.093293,0.887949,11.616982,0,1,0,197.365791,0.004239,0.059774,0.087206,6.330847
36.906979,1.140461,0.650132,0.082214,0,0,0,0.481697,5.55E+00,5.17E+00,4.62E+00,4.19E+00,3.81E+00,3.47E+00,2.95E+00,2.36E+00,1.67E+00,1.44E+00,1.41E+00,1.05E+15,0.407843,1.353826,34,37,0.003661,0.642275,75.134949,0.144412,0.878234,14.285362,0,0,0,199.40612,0.005442,0.051146,0.054426,31.405158
47.373409,0.286534,0.135725,0.005348,0,0,0,0.04936,5.46E+00,4.83E+00,4.44E+00,4.10E+00,3.75E+00,3.37E+00,2.84E+00,2.29E+00,1.69E+00,1.43E+00,1.41E+00,1.55E+15,0.592157,1.3074,27,17,0.065843,0.845489,56.842918,0.325598,0.894116,17.346966,0,0,0,377.552741,0.002261,0.027356,0.115441,4.819592
41.522415,0.755808,0.090697,0.066884,0,0,0,0.6995,5.50E+00,5.21E+00,4.70E+00,4.22E+00,3.82E+00,3.47E+00,2.97E+00,2.29E+00,1.66E+00,1.44E+00,1.41E+00,1.49E+15,0.301961,1.349774,38,46,0.016923,0.915618,62.858135,0.061258,0.909703,18.304869,0,0,0,176.91056,0.007969,0.059815,0.091521,12.68509
37.817749,0.819444,1.221648,0.047741,0,0,0,0,5.73E+00,5.12E+00,4.62E+00,4.10E+00,3.63E+00,3.25E+00,2.83E+00,2.32E+00,1.69E+00,1.44E+00,1.41E+00,2.26E+15,0.635294,1.395154,39,53,0.024145,0.40127,74.218582,0.23476,0.827545,10.920599,0,0,0,268.669682,0,0.035302,0.046621,43.303617
42.078281,1.334057,1.988565,0.008356,0,0,0,0.338707,5.53E+00,5.37E+00,4.82E+00,4.19E+00,3.82E+00,3.40E+00,2.81E+00,2.25E+00,1.64E+00,1.44E+00,1.41E+00,1.80E+15,0.654902,1.452035,31,38,0.30342,3.327603,3.327603,0.259061,0.905064,6.018026,0,0,0,144.605121,0.003535,0.086322,0.072136,62.419607
